,fire_name,latitude,longitude
15813,SWR-20150130-003,30.421887,-87.455065
15814,,32.41643,-85.51501
15815,,33.735494,-86.96146800000001
15816,ERICKSON SPRING,45.44833333,-105.9552778
15817,MANNING,48.2225,-104.8
15818,RIVER BEND,39.8358,-119.3694
15819,,33.333940000000005,-96.75160001
15820,,33.42916667,-79.4625
15821,,34.4733,-79.6561
15822,MAPLETON,46.73333324,-68.14999994
15823,INDIAN NECK,36.3167,-76.6833
15824,,32.04724611,-89.24657598
15825,,46.96074203,-94.91434327
15826,,36.0433,-91.7025
15827,PINEVIEW,44.45,-105.59067
15828,KISWASH,35.55,-98.9503
15829,,32.969025,-80.640427
15830,MCCRARY,33.633171999999995,-94.6101771
15831,,18.006096,-66.66759499999999
15832,,30.92068,-92.63931
15833,,44.55508088,-89.20841581
15834,7.72014E+12,31.664870500000003,-90.2213171
15835,FM 96-10,33.7,-85.8
15836,,30.9208,-89.6572
15837,1117 SPRING CREEK ROAD,30.878755100000003,-97.87118953
15838,,32.0803,-92.0814
15839,FY2000-SEMINOLE-069,30.8647,-84.8321
15840,,31.7389,-84.9002
15841,,33.072365999999995,-85.498233
15842,LITTLE FLATS,43.59333333,-104.04138890000002
15843,STONE MTN RD,36.3983,-81.045
15844,,33.33757886,-82.04095146
15845,,30.6842,-87.7078
15846,,35.2817,-79.115
15847,,33.37191,-79.95825
15848,SEVENTY TWO,36.358333,-88.625
15849,,30.33,-81.79
15850,,34.4253,-94.4797
15851,,34.7642,-81.9025
15852,,31.4978,-88.6369
15853,,31.47257706,-82.28858467
15854,,30.8164,-90.6603
15855,RADONAVICH               ,37.49694444,-119.9119444
15856,BLUE,35.6834,-106.4673
15857,,34.2331,-89.9975
15858,,35.8283,-87.6783
15859,,35.2867,-87.685
15860,,33.274805,-88.12513
15861,CANADIAN,35.39387002,-103.0119
15862,,37.7461,-82.3842
15863,COLD SPRINGS,43.0682,-115.39524
15864,,42.79684597,-74.64674953
15865,,37.59861,-82.84872
15866,JOE MOSES,48.1196,-118.8375
15867,LYNN CREEK FIRE,33.328951,-98.327122
15868,,36.8951,-93.691
15869,,33.6334,-109.624
15870,,35.71860146,-94.55020143
15871,,32.22605997,-98.37091
15872,,30.96,-87.1
15873,BLUE BOX,45.21027778,-121.7102778
15874,CHELSEA ST / NEVADA RD   ,34.42388888,-117.5080556
15875,NEAL,39.711042,-121.666878
15876,,37.09025493,-102.5486812
15877,,33.35833333,-79.475
15878,,31.16042,-95.23541
15879,,33.89369016,-85.21668819
15880,LYNCH RUN,38.93668752,-80.76064085
15881,,37.59472222,-78.23472222
15882,,34.875,-79.195
15883,DEER CREEK,45.88444444,-102.6827778
15884,MS0    0808-3120622001,32.066844,-88.529833
15885,,46.85649102,-92.10326428
15886,BUTCHER,33.60277778,-111.51666670000002
15887,FY2011-BIBB-009,32.8652567,-83.81834979
15888,,36.33034,-78.81673
15889,,46.89628,-122.95843
15890,PATTESON CREEK,39.47343376,-78.81371455
15891,BOO11181735,36.35669,-93.05844
15892,,34.84820151,-95.10330188
15893,,42.94298469,-77.34164998
15894,,31.81987999,-99.29786997
15895,SHIVELY                  ,40.46888888,-123.9569444
15896,,64.46403000000001,-148.6602
15897,,37.66358374,-91.61845342
15898,,30.4094,-89.8967
15899,,30.29,-85.855
15900,BEEMER                   ,39.25805555,-121.4180556
15901,,32.9622,-88.6647
15902,SAM,34.64527893,-106.332222
15903,,33.6442,-79.3767
15904,,35.1,-88.67
15905,,30.61815,-94.40478002
15906,MS0    1111-3330320001,31.519064,-89.898052
15907,,33.425,-80.0083
15908,,46.21333333,-114.855
15909,1.57201E+13,31.09663678,-91.24352626
15910,GREEK SPRING,40.7783,-115.0331
15911,TH1702,47.9944,-98.9962
15912,,35.125,-89.3883
15913,,32.2972,-85.8731
15914,,40.00692,-74.66165999
15915,,32.1183,-90.0986
15916,,30.6406,-88.4478
15917,I 5  /W JAYNE AV 26      ,36.13805555,-120.1588889
15918,PENNEY,31.8146179,-94.8404922
15919,LENA,34.2586,-98.3586
15920,,46.44552935,-92.79606416
15921,,31.40981774,-82.42541752
15922,,31.66702765,-93.55686068
15923,,29.43,-82.57
15924,,34.79183,-78.56184
15925,,37.14081,-87.39471
15926,,34.45382081,-85.26067701
15927,FY2012-COFFEE-037,31.56764357,-82.91246073
15928,COALINGA HERNANDEZ RD  10,36.35111111,-120.7638889
15929,IRON POINT,40.9717,-117.2992
15930,ROCK MESA,36.7272,-106.7098
15931,,33.18577982,-82.51707439
15932,,32.35577639,-89.24304892
15933,,35.8717,-81.5983
15934,TIOCANO,26.2031,-97.80576
15935,MS1311,48.0081,-98.8282
15936,,36.69750001,-84.1935
15937,,35.5566667,-85.9716667
15938,,31.7797,-93.4836
15939,,36.82421,-83.40234002
15940,,34.9472,-81.7019
15941,,34.1333,-79.8
15942,,43.0319145,-74.33276687
15943,,18.355312,-66.41848
15944,FRALEY ACRES,35.52283333,-80.28883333
15945,CIMARRON,31.48861111,-110.5255556
15946,,27.67,-80.45
15947,RUBBLE,35.94055556,-81.67
15948,,37.810880700000006,-103.3870131
15949,,33.8181,-88.9589
15950,,32.2867,-93.28
15951,,40.08214188,-96.95318604
15952,,35.8233,-87.885
15953,,38.0431,-85.7225
15954,LORANGER,36.40027618,-106.0455551
15955,DAM,38.33333333,-119.2305556
15956,POISON SPRING,47.41527778,-104.0083333
15957,SADDLE,33.71888889,-117.4336111
15958,DONALDSON TRACK (1),29.7116,-82.2059
15959,,33.215,-79.9178
15960,,31.51042,-94.05625
15961,,30.8704742,-83.95978249999999
15962,FY2002-WAYNE-061,31.7552,-81.9551
15963,,41.54831155,-73.81364782
15964,,30.2751,-93.6551
15965,THUNDERBOLT,33.499190000000006,-110.04256
15966,ROVL'S #2                ,41.10194444,-121.5519444
15967,SLEEPER,37.51777778,-119.4
15968,ADAMS ROAD MULTIPLE,34.81005,-80.07001667
15969,,26.26722999,-98.55314999
15970,,36.59943439,-92.47062748
15971,FIRST NOTCH,37.26583333,-107.3838889
15972,,32.5097,-82.9859
15973,LAS LOMAS                ,36.88888888,-121.7
15974,GARRETT DRIVE FIRE,34.46073333,-79.22268333
15975,,18.304461,-66.38591
15976,,64.16665999,-145.7333
15977,,40.07401276,-99.1383667
15978,V-HILL,35.03361129,-106.1636124
15979,MACKEY                   ,41.39305555,-120.68694440000002
15980,FY2012-CHARLTON-012,30.869035200000003,-81.98118684
15981,,33.22708,-94.68125
15982,UINTARIVR2,40.3128,-109.8517
15983,COAL BIN,44.45386,-98.19871
15984,,44.75077778,-69.22055556
15985,,21.3272858,-158.05513
15986,PINE GATE,47.5511,-117.3791
15987,,32.31042,-94.40208
15988,UP NORTH,45.255,-88.3625
15989,,34.85411269,-89.29274836
15990,,30.9981,-92.6958
15991,,40.363890000000005,-74.36778000000001
15992,,32.9507126,-82.39361982
15993,,34.633633,-79.961205
15994,SLOP,37.76627,-119.80519
15995,,37.23547,-83.13399
15996,,34.45503001,-78.13740999
15997,,37.2933,-76.4667
15998,GRASS FIRE,32.440149600000005,-94.08762363
15999,,29.80139001,-82.3975
16000,,33.2808,-82.1536
16001,,41.59309095,-73.87311600000001
16002,,30.63848,-92.94192
16003,,35.3667,-85.585
16004,,41.17064,-99.59296
16005,HOMER DRIVE,34.63525,-78.61038333
16006,,35.55,-88.19
16007,HWY 46 MP6,42.8538,-114.712
16008,,29.49167001,-83.27472998
16009,,34.67,-84.8017
16010,FLAG,46.0942,-100.664
16011,STATION FIRE,34.67361111,-85.11194444
16012,,33.64166667,-79.90833333
16013,FY2011-POLK-079,34.09018407,-85.09119184
16014,,45.9850356,-94.21121202
16015,,37.4208,-82.5392
16016,,18.155102,-67.055092
16017,,33.733562,-80.350166
16018,,34.7519,-88.8158
16019,,40.389,-95.85796
16020,HUTTERVILLE COLONY,45.407340000000005,-98.17467
16021,,33.349262,-81.855621
16022,,42.8385661,-74.10348015
16023,FY2003-COLQUITT-011,31.20350855,-83.74350125
16024,,33.54166667,-79.875
16025,,33.6253,-81.60991
16026,,33.1597,-86.6664
16027,,30.98,-85.64
16028,,31.4686,-89.0942
16029,FY2002-GILMER-031,34.5842,-84.4066
16030,,33.76053,-97.62304999
16031,BAKER POND   (64),29.3226,-81.5153
16032,,38.29953,-82.62959000000001
16033,,30.64361002,-87.31499998
16034,BOUNDARY,44.68361111,-84.09972222
16035,,40.7665,-73.5574
16036,,45.999689,-91.81747
16037,ERRECA                   ,36.85805555,-120.7888889
16038,,29.91,-81.39
16039,MM37,32.24750137,-108.4940033
16040,WILLIAMS BAY  (23),30.0667,-85.3778
16041,,30.34,-82.04
16042,,26.20444,-81.53223
16043,NOR-20151018-002,34.558135,-88.099263
16044,,27.38556001,-81.44027998
16045,MS0    1010-1070817001,33.751653000000005,-89.40415300000001
16046,,36.175,-88.6367
16047,,31.51282001,-97.16353001
16048,HAMS RIDGE,42.18222222,-110.7672222
16049,MM-91,33.31000137,-107.2222214
16050,,32.72437998,-95.34340999
16051,,37.62,-97.03
16052,,32.14522001,-95.78517997
16053,TRASH FIRE,40.12226,-111.68327
16054,,35.2933,-85.8217
16055,,34.87181,-79.65029
16056,,33.27083333,-80.79166667
16057,,18.037382,-66.202988
16058,,31.43254811,-88.97567034
16059,,33.422993,-80.757416
16060,,35.2017,-85.3983
16061,,40.00741998,-74.11697998
16062,,18.100977,-66.24344599999999
16063,LINDEN - 6085,32.59885,-94.419
16064,WILSON CREEK # 1,45.21437,-119.35421
16065,,37.28646,-84.26159
16066,1954 LIMB FIRE,33.808606,-98.494577
16067,,33.08571997,-98.37806001
16068,,31.78039,-92.34113
16069,FY2003-BRYAN NORTH-003,32.20288014,-81.41698883
16070,,37.45491,-87.02526999999999
16071,WILSONLAKE,42.6499,-114.1175
16072,WEST HARBOR FIRE,36.4833,-77.8333
16073,DIKE,34.9625,-107.3381
16074,COPPER (36),26.441,-81.7817
16075,,26.33,-81.51
16076,J-BELLA,36.402840000000005,-91.24693
16077,LONG,33.6667,-111.6674
16078,FY2011-WORTH-083,31.50495148,-83.80132111
16079,,30.70457998,-97.74061
16080,,30.54988,-96.90465
16081,,38.01069996,-93.04110501
16082,,33.8667,-80.8167
16083,,35.48105,-79.1265
16084,,47.909355,-116.604413
16085,,48.57053322,-96.58168296
16086,WELLSONA                 ,35.62388888,-120.7038889
16087,GRASS FIRE,34.002866,-102.100754
16088,ANTIOCH CHURCH RD,35.025,-80.705
16089,FY2012-CANDLER-020,32.54529251,-82.04580395
16090,COFFEE,36.15833333,-118.74833329999998
16091,BROTHERS RANCH,32.33494794,-100.53828
16092,,36.33523,-93.03864
16093,,33.24778,-94.14094
16094,ECR-20131112-001,32.559471,-85.77242199999999
16095,,40.54392,-108.02964
16096,COUNCIL HOLLOW,36.7133,-94.7078
16097,,31.48125,-94.76041
16098,,36.00759865,-95.14420328
16099,,33.141587,-85.81896
16100,,31.09421942,-91.06991192
16101,2011-5652,35.1680604,-101.90224659999998
16102,DEVIL'S GULCH 2,47.30166667,-120.48166670000002
16103,,46.6106802,-93.3880458
16104,,34.2225,-95.54283
16105,RUBICON,44.92475908,-116.3428611
16106,,31.47827,-93.66693
16107,ELK,41.753383,-124.184467
16108,,40.9685,-74.6224
16109,,33.5167,-80.3667
16110,,39.974617,-81.90439599999999
16111,VOLCAN 4                 ,33.21805555,-116.5930556
16112,FY2002-LEE-015,31.7387,-84.277
16113,BAITCAMP,29.7,-93.8667
16114,SHEEP#4,40.8507,-116.9109
16115,FY2000-WAYNE-104,31.5494,-81.8357
16116,,21.2749882,-157.822113
16117,,28.82,-81.34
16118,ACOMA #2,34.898681,-107.593681
16119,,34.4169,-88.615
16120,,43.368,-76.0672
16121,,33.45833333,-81.19583333
16122,,33.70161358,-89.57411762
16123,SUCKER RUN               ,39.59305555,-121.2869444
16124,151,37.112794,-107.60719
16125,PINTO,37.54194444,-113.51805559999998
16126,,18.403494,-67.081078
16127,,34.91240208,-84.00336941
16128,MILL CREEK,47.7908,-114.8137
16129,BORDER#23                ,32.67611111,-116.6319444
16130,,26.42447002,-98.96095001
16131,S DERRICK BL / CALIFORNIA,36.72,-120.38694440000002
16132,4 CORNERS #2,47.1687,-116.8843
16133,,33.8417,-94.0281
16134,,31.17452618,-89.58367366
16135,,42.62435053,-73.69499647
16136,,47.8166,-95.0336
16137,BLAIR,64.3696,-147.6965
16138,LAVATO,45.4164,-107.3923
16139,,31.6897,-90.2419
16140,,43.21068148,-75.43903402
16141,HOMEBOY,34.9624,-108.0844
16142,,46.62098645,-94.84086396
16143,,34.11393,-94.43097
16144,COAL LICK,39.53901988,-79.60235729
16145,,35.0633,-85.5183
16146,11-000142,43.91825,-108.075944
16147,SHERWOOD TRAIL,35.154767,-85.933533
16148,SHORT,45.3091,-101.9671
16149,,32.5788,-84.6646
16150,,31.8925,-82.5385
16151,,34.497115,-88.01378000000001
16152,,33.69683867,-82.75735334
16153,NORTHMARSH,42.91833333,-121.6702778
16154,,39.62075305,-91.48250698
16155,,33.775,-82.04166667
16156,9133,32.6429321,-95.50234602
16157,TOLIVER,40.8786,-109.1997
16158,,31.5275,-89.6808
16159,PINTO,33.33583333,-110.8897222
16160,NORLAND4N,42.868,-113.7759
16161,,36.49448,-93.49448
16162,KENNETH RAY,40.14639,-79.66333
16163,BUCK HUNTER,44.99464,-119.11111
16164,,30.72772,-87.75932
16165,STEVENS,45.5666,-108.434
16166,,35.322520000000004,-79.24722
16167,DALTON #4                ,37.12,-119.9738889
16168,FY2002-WALKER-062,34.7558,-85.1976
16169,,43.081006,-90.668579
16170,,34.117683,-80.439995
16171,,30.7692,-85.91
16172,RL374,47.8733,-95.0086
16173,,33.14674044,-89.50760706
16174,,35.9883,-85.71
16175,CLARK,41.56411,-87.3889
16176,LINCOLN 2,33.2563,-104.3713
16177,,31.34510211,-84.61807654
16178,HARMONY                  ,35.51611111,-121.05694440000002
16179,POWERLINE,34.7725,-83.41861111
16180,,37.17474,-82.89356
16181,BOONE TRL,34.88888333,-79.22183333
16182,EC20501,34.6742,-94.8581
16183,COMPLEX 4,48.825,-100.0365
16184,,31.91583,-92.49277
16185,TURTLE,36.4617,-76.1083
16186,,32.03096128,-84.16558241
16187,BIG BOTTOM,40.45233,-107.65403
16188,MS0    0909-5790302003,31.293991,-91.115136
16189,RAFTER R (7235),31.910120000000003,-99.189154
16190,,31.72373159,-88.90107303
16191,GRASS FIRE,33.64271127,-101.6624922
16192,FY2002-JEFFERSON-021,33.1095,-82.4802
16193,,26.59,-81.78
16194,1.15201E+13,34.21828271,-89.21874753
16195,,18.338512,-67.173058
16196,,30.8638,-82.0191
16197,,32.7511,-87.7381
16198,PACE                     ,38.205,-122.6361111
16199,,36.69465,-91.99715
16200,,35.3783,-78.8483
16201,,30.59,-86.96
16202,WF TEXAS POINT AIR LOG FIRE,29.71388889,-93.90111111
16203,,40.0529,-74.0599
16204,,37.07917,-80.77889
16205,,34.6977,-92.82368001
16206,BERRY,35.0833,-119.451
16207,DOVETAIL LN.,43.39722,-123.35306
16208,,30.28332998,-95.39999999
16209,SELAWIK RIVER,66.7303,-159.5889
16210,,32.21131841,-82.74287120000001
16211,,36.4222,-93.71
16212,,35.29483,-79.54202
16213,WAGONTONGUE,33.8675,-108.48555559999998
16214,,32.1156,-83.3061
16215,,37.7112,-104.87454
16216,TRIMBLE,35.0086,-114.1322
16217,,35.25639,-103.5011
16218,MODOC POINT,42.44083333,-121.8675
16219,LONG CANYON,41.7639,-117.8711
16220,,35.77583001,-94.71174998
16221,,42.483347,-74.489284
16222,,32.7814,-88.7094
16223,12_4168,42.356706,-88.21923199999999
16224,,18.214119,-66.562141
16225,,34.725,-82.70416667
16226,,32.634502000000005,-87.379062
16227,,25.57,-80.45
16228,,29.00667001,-98.85514
16229,,32.92522998,-98.33022002
16230,ALAFIA RIVER STATE PARK (29),27.7785,-82.0991
16231,HWY 700 FIRE,36.7893,-84.3821
16232,DELORES ROAD (57),30.7374,-86.8706
16233,,31.1556,-83.2563
16234,RANDY FIRE,34.6333,-78.0
16235,FKU-4388                 ,36.43805555,-119.9311111
16236,,34.71098316,-88.83555329
16237,AIR,30.061944399999994,-89.78527779999999
16238,FY2011-MILLER-047,31.18626597,-84.72223656
16239,PAINT BALL FIRE,47.7003,-96.2288
16240,MILL CREEK,37.5675,-80.03472222
16241,LITTLE EGYPT,45.72611111,-102.1175
16242,HIGHLINE,32.69785,-115.27739
16243,,31.34039451,-81.77419979
16244,DAY AFTER FIRE 1,39.49277778,-82.28666667
16245,RIVER                    ,37.14888888,-120.2280556
16246,,33.03582997,-94.72971997
16247,,34.300026,-82.050247
16248,,32.6123,-82.256
16249,,43.79145168,-84.19702952
16250,,33.2123,-82.3375
16251,GOAT'S MILK,47.4714,-106.3061
16252,WOOLFORD,46.0471,-122.7317
16253,,31.16929725,-89.67775511
16254,UNNAMED FIRE 0547,35.07075,-119.445086
16255,,33.3675,-85.0175
16256,,36.0917,-81.5317
16257,,18.250706,-65.790413
16258,,36.2567,-95.0147
16259,,33.75,-79.73333000000001
16260,SCUDBUSTER,48.4839,-108.7565
16261,6117,32.9526,-94.8142
16262,,33.6644,-93.7886
16263,,35.11,-85.8633
16264,BURMA ROAD FIRE,31.56228229,-100.6693023
16265,MILL CREEK,37.17388889,-113.5383333
16266,,31.77206001,-97.98354002
16267,,30.9878,-92.7639
16268,,40.26269444,-79.04041667
16269,R0WE RIDGE,34.12583333,-87.24722222
16270,,43.16327538,-77.6124867
16271,BART,33.87138889,-111.7252778
16272,,37.70374001,-83.27229001
16273,,44.30711701,-73.38084903
16274,HWY 152  / BLOOMFIELD AV ,36.98888888,-121.4911111
16275,,33.7617,-85.2889
16276,3 M SOUTH OF FOLLETT ON 1454,36.387571,-100.130424
16277,ISLAND CITY,37.38538,-83.78667
16278,FM 1795 COMMAND,32.660441,-95.153275
16279,STARSHIP,32.618,-116.25475
16280,UNNAMED FIRE 0524,35.121572,-119.52615
16281,ALAMOS,34.7025,-118.8019444
16282,,43.463327500000005,-71.1417572
16283,,40.67090779,-73.43488571
16284,,34.175,-79.6875
16285,FY2011-BURKE-025,33.20479556,-82.09697548
16286,FY2015-DECATUR-024,30.83207778,-84.49681944
16287,LINEBERRY FIRE,35.43965,-87.97617
16288,ALLEY FIRE,26.0522,-80.6733
16289,6600 CR 190,31.627952,-99.090843
16290,KRAHL ROAD,33.5016222,-97.1489516
16291,,30.62544,-88.26675999999999
16292,,32.87398744,-90.20197214
16293,,31.4089,-90.4564
16294,121850-01504-01182015-0000,38.09,-93.01
16295,,32.32699295,-89.24418367
16296,TIMBER-LANE,34.6161,-98.7039
16297,WALKER ROAD,39.18234541,-81.35505725
16298,,32.5472,-85.5672
16299,,46.68666667,-121.3883333
16300,,36.63949997,-80.58349999
16301,,37.32188453,-92.38952128
16302,,18.035816,-66.106155
16303,MARIE                    ,33.765,-117.2669444
16304,COCOPAH,32.6334,-114.7675
16305,SPRING,36.7994,-113.6992
16306,,35.74469998,-94.57973001
16307,,33.4042,-80.1381
16308,FY2003-HABERSHAM-002,34.55384597,-83.45220247
16309,,45.76136035,-87.2953194
16310,,32.87465,-86.5546
16311,,32.09252,-98.01772
16312,,32.786943,-86.58752199999999
16313,SHAKTOOLIK RIVER,64.1211,-160.2978
16314,,31.09151018,-91.12706463
16315,SIGHTING,33.3003,-110.5479
16316,,34.925,-83.05833333
16317,,45.77778505,-94.00557489
16318,PONY FARM FIRE,35.5045,-76.79416667
16319,,31.194256,-87.81045
16320,,34.06390033,-94.79889666
16321,DESKJET,32.80559921,-103.5307007
16322,WAGNER RD GRASS AND STRUCTURE,33.778042,-97.50967
16323,,41.8181116,-96.025939
16324,,36.05675,-80.58779
16325,,32.03183996,-89.48045245
16326,COUNTY ROAD CHURCH,37.39955902,-83.27111816
16327,7.52014E+12,32.26481176,-88.44947995
16328,CABEU003524              ,36.72805555,-121.59
16329,HILLY FIRE,35.55,-78.9667
16330,,36.2847,-91.3906
16331,,34.063902,-86.33234499999999
16332,SLASHER,48.8411,-99.8528
16333,,34.75602996,-112.0407553
16334,,31.98222,-95.38860997
16335,,30.10864001,-97.28002997
16336,,18.229795000000003,-67.16328399999999
16337,,45.10710001,-100.1336
16338,,33.83471999,-95.28445001
16339,,34.13710065,-94.85119614
16340,,32.9901,-84.5857
16341,991 E,33.33054,-94.346466
16342,IRVINE FLATS,47.743,-114.404
16343,,31.97932154,-82.83228702
16344,,30.94167001,-86.11722997
16345,,30.9842,-83.6764
16346,,42.55166667,-121.20333329999998
16347,,43.1771,-76.9872
16348,PANCAKE,39.3455,-115.7392
16349,,32.0811,-82.9626
16350,VEIN MT ROAD FIRE,35.5667,-81.9167
16351,PECWAN RIDGE PECWAN_N    ,41.38194444,-123.9011111
16352,,30.9671,-83.4173
16353,RL123,47.868,-95.0403
16354,MIWENI,34.8686,-98.2347
16355,KINI,43.25,-100.8504
16356,,35.41528,-76.17967
16357,PICABO,43.2621,-114.1061
16358,,42.93485422,-73.29912777
16359,,29.65,-82.28
16360,,27.54,-81.87
16361,,34.98414487,-88.84206049
16362,LIZZY CYN2,46.1387,-120.5484
16363,,32.47128,-92.2397
16364,ANDERSON BEND ROADSIDE FIRE,36.307833,-83.196
16365,,30.58346798,-89.46724444
16366,NE 30256,36.2894,-94.8017
16367,,29.84422001,-95.21734998
16368,CARDBOARD FIRE,45.83189,-89.30376
16369,SWR-20130907-002,30.28026,-87.527838
16370,OTA 83,43.24989,-116.14971
16371,ELM,33.89972222,-116.7430556
16372,ARROYO,36.6981,-107.475
16373,TREE HOUSE,35.5647,-96.033
16374,RED LAKE 186,47.8692,-95.0258
16375,,37.57578999,-83.64593998
16376,,31.7019,-92.1519
16377,,30.23786,-98.58508
16378,,43.14105886,-77.75684333
16379,,41.12837219,-101.0002899
16380,,30.47151243,-89.41885826
16381,,27.55,-80.81
16382,HIGH SCHOOL,34.32833,-78.49167
16383,,41.82924805,-74.07349517
16384,DUST(05),28.7532,-80.9549
16385,,33.48197981,-82.59086423
16386,30266,35.98850002,-94.59583333
16387,FY2011-TATTNALL-052,32.04649603,-81.88648041
16388,GRAVEL PIT FIRE,29.65785,-97.845848
16389,30434,35.96550001,-94.65183334
16390,,31.0695,-81.9982
16391,,31.39792002,-95.55209
16392,,34.2086,-93.1633
16393,FOUR MILE,40.9611,-107.5834
16394,10DIAMOND,33.6056,-109.6118
16395,,33.2986,-84.3009
16396,WELLINGTON FD MUTUAL AID ,34.921723,-100.468975
16397,DECOY FIRE,46.98583,-95.36967
16398,,34.9839,-88.6128
16399,,34.0833,-80.5333
16400,,35.58052,-94.91775
16401,,30.49956784,-92.65193777
16402,,44.10501931,-84.15670472
16403,HILLSBORO,34.33,-118.4633333
16404,,30.4239,-89.7964
16405,CANE GAP FIRE,36.63225937,-84.04389954
16406,TAYLOR CREEK,45.22861111,-106.0083333
16407,,27.24,-80.87
16408,,45.736403,-88.14858100000001
16409,MATHEWS2,33.9417,-116.8175
16410,SOUTHWEST OF STILL HILL CHURCH OFF HWY 208,33.422559,-100.795097
16411,,31.96883,-98.22169
16412,,40.56544001,-78.45522001
16413,,32.59616,-102.7973
16414,LYNCH,46.898167,-122.254667
16415,,33.56627,-92.99506
16416,D LINE,43.8332,-116.8843
16417,,33.6722,-82.1122
16418,,33.7825,-79.69118
16419,,34.10182997,-94.35616001
16420,CLAYTON,37.372711,-121.774582
16421,,31.2583,-82.3975
16422,,31.5156,-90.5167
16423,,18.449415,-66.35884899999999
16424,HOG PEN,35.0167,-79.0
16425,396,47.9803,-98.8742
16426,FY2011-PAULDING-038,34.02885747,-84.92362145
16427,ROAD 34                  ,38.52611111,-122.015
16428,,41.744,-74.0734
16429,FERRIS,42.2594,-107.1967
16430,,28.31,-81.83
16431,,33.41975,-87.25672
16432,REVIVAL,33.3517,-110.502
16433,,42.1798,-77.1412
16434,,41.7821,-73.9167
16435,FOUR BAR RANCH INCIDENT,30.061369,-99.755859
16436,NUNERY HOLLOW,38.32669976,-81.55544928
16437,,32.36766273,-82.85827343
16438,SNAKE,45.07777778,-116.8088889
16439,BELL CREEK III,30.5875,-89.3442
16440,FY2014-WARREN-015,33.32352222,-82.67691944
16441,,35.4417,-81.2817
16442,,31.7035,-98.74636
16443,,32.2131,-85.4061
16444,,32.39251332,-82.94028272
16445,MANOR                    ,34.01194444,-117.4269444
16446,,32.99364,-80.75947
16447,,33.84082405,-82.63411802
16448,FY2000-MONTGOMERY-038,32.2524,-82.4786
16449,SEVERO MARTINEZ,28.92073,-97.89814
16450,,34.5431,-95.7333
16451,NELSON FARM,39.48756,-112.3586
16452,,31.75167002,-96.54332997
16453,,34.39583333,-80.17083333
16454,FY2011-MCINTOSH-044,31.54682873,-81.4709777
16455,,17.992292000000003,-66.56952700000001
16456,HILL,33.1284,-110.1106
16457,JOHNSON,36.00227,-96.43583
16458,,45.76728956,-92.07813119
16459,,33.8988,-85.2288
16460,,44.42319999,-101.6475
16461,30447,35.539,-94.63746668
16462,,33.9833,-79.7833
16463,CASLU 004762             ,35.725,-120.56
16464,,34.38644526,-83.34163905
16465,SKIP JACK,33.8933,-97.4425
16466,"12832 ROYAL ORCHARD DR., IA",42.167969,-93.573065
16467,,32.73914,-95.48647
16468,LITTLE COTTONWOOD,44.678,-101.4907
16469,,33.975,-81.10416667
16470,,32.81559999,-80.60941001
16471,F.A. #83                 ,37.00388888,-120.0280556
16472,,31.77483359,-83.78276747
16473,,46.38933202,-94.30483361
16474,,32.18722002,-95.56193999
16475,,33.3783,-80.6419
16476,,43.547242,-90.668822
16477,,36.2917,-76.5417
16478,,33.455,-81.4253
16479,,36.92,-91.2275
16480,"17375 THOMPTON RD, AL",30.5817187,-87.7269323
16481,,28.69056,-82.50777
16482,SIMMONS PIT (57),30.9258,-86.9709
16483,TRAVIS CREEK,46.50305556,-112.1183333
16484,,34.9903,-93.0525
16485,CARPENTER GRASS FIRE,33.666168,-95.306916
16486,STINKY,35.6628,-96.3236
16487,,36.2997,-91.2236
16488,,33.77411998,-81.12134001
16489,,29.26558,-98.09215
16490,,37.77726001,-83.41386998
16491,OTA 60,43.24945,-116.1492
16492,,34.88423908,-84.00376264
16493,BONGO FIRE,47.38,-95.4939
16494,,33.4081,-86.2975
16495,,32.8697,-83.4247
16496,,32.6025,-89.9678
16497,SHEPHERD RD,29.3042021,-98.719784
16498,,33.3942,-80.8428
16499,MOUNTAIN RD,35.2003,-84.991833
16500,,30.99782998,-95.20185999
16501,MORROW FIRE,36.43091998,-94.86047
16502,,31.96556311,-83.86324826
16503,,39.43021029,-78.52640047
16504,,28.77472999,-97.08582999
16505,,44.43796998,-73.68145958
16506,,34.6928,-88.7819
16507,,47.322659,-93.893306
16508,KWIK RIVER,64.9511,-161.9628
16509,HORIZON,39.58527778,-119.89055559999998
16510,,18.061184,-66.89520300000001
16511,TIRE,26.175,-98.3714
16512,,33.14483026,-90.05022442
16513,HONDA HILL,48.0895,-105.6422
16514,,31.6188,-84.35700000000001
16515,,36.54805556,-77.815
16516,,28.15,-82.58
16517,,30.62,-93.0714
16518,,30.91925002,-97.50025
16519,FISHERMANS               ,33.96805555,-117.0938889
16520,FIDDYMENT,38.846295,-121.349386
16521,FY2002-CHATTAHOOCHEE-016,32.3045,-84.7639
16522,,30.78875,-90.29328
16523,SCOUT HUT AND HOOSIER RD,32.283105,-101.351624
16524,CAVANAL FIRE,33.054,-94.7086667
16525,,31.3612,-82.8981
16526,MORGAN RAN,48.3877,-118.592
16527,,34.06478931,-83.64446636
16528,,33.26611999,-91.81450001
16529,NER-20141001-001,34.28896,-86.960673
16530,,31.901457,-86.039887
16531,I SEE SMOKE IN 114 FIRE,34.2,-78.55
16532,RED,33.46083333,-109.2652778
16533,,26.68,-81.69
16534,,42.28055731,-77.09180157
