index,Longitude,Latitude,County,State_code,State_name
1355,-75.5596,43.2287,Oneida,NY,New York
1356,-94.67277999,36.70202997,Ottawa,OK,Oklahoma
1357,-94.64235998,31.27385999,Angelina,TX,Texas
1358,-83.52816558,31.12423108,Cook,GA,Georgia
1359,-94.79456,31.64403,Nacogdoches,TX,Texas
1360,-76.07203,41.18743,Luzerne,PA,Pennsylvania
1361,-84.01153018,34.65095491,Lumpkin,GA,Georgia
1362,-88.2339,30.7125,Mobile,AL,Alabama
1363,-102.9252,45.21979999,Perkins,SD,South Dakota
1364,-83.3397,38.1758,Rowan,KY,Kentucky
1365,-93.51962427,30.81952,Beauregard,LA,Louisiana
1366,-72.5003635,42.8090919,Cheshire,NH,New Hampshire
1367,-78.95216,36.73333002,Halifax,VA,Virginia
1368,-93.13058225,37.66999629,Dallas,MO,Missouri
1369,-101.606369,35.848291,Hutchinson,TX,Texas
1370,-88.954087,32.757386,Neshoba,MS,Mississippi
1371,-82.97,30.3,Suwannee,FL,Florida
1372,-88.7744,32.0408,Clarke,MS,Mississippi
1373,-89.3639,31.27,Lamar,MS,Mississippi
1374,-83.7883,37.8983,Powell,KY,Kentucky
1375,-101.9297,43.91530002,Jackson,SD,South Dakota
1376,-81.91,29.04,Marion,FL,Florida
1377,-85.7653,33.2139,Clay,AL,Alabama
1378,-96.290671,31.839424,Freestone,TX,Texas
1379,-83.8733,32.6128,Peach,GA,Georgia
1380,-97.46973997,29.38535002,Gonzales,TX,Texas
1381,-86.82,30.75,Santa Rosa,FL,Florida
1382,-120.6388889,38.185,Calaveras,CA,California
1383,-81.65417,26.05833,Collier,FL,Florida
1384,-93.56976,33.18137,Lafayette,AR,Arkansas
1385,-80.5019,25.4844,Miami-Dade,FL,Florida
1386,-79.6167,34.9333,Richmond,NC,North Carolina
1387,-87.31,33.565,Walker,AL,Alabama
1388,-89.8736,31.3164,Marion,MS,Mississippi
1389,-93.7321367,32.91885884,Bossier,LA,Louisiana
1390,-89.0886,32.2189,Jasper,MS,Mississippi
1391,-111.6319444,34.98055556,Coconino,AZ,Arizona
1392,-120.3788889,38.17388888,Calaveras,CA,California
1393,-97.87763,29.24027998,Wilson,TX,Texas
1394,-98.50007998,29.04289998,Atascosa,TX,Texas
1395,-89.8964,31.6986,Jefferson Davis,MS,Mississippi
1396,-92.9533,34.3181,Hot Spring,AR,Arkansas
1397,-99.2423,43.33881,Gregory,SD,South Dakota
1398,-73.29755864,43.17598913,Washington,NY,New York
1399,-79.1167,34.7833,Robeson,NC,North Carolina
1400,-90.8579,45.48861,Rusk,WI,Wisconsin
1401,-83.97186201,31.40172474,Worth,GA,Georgia
1402,-86.2097,33.4369,Talladega,AL,Alabama
1403,-84.9765,36.31883,Fentress,TN,Tennessee
1404,-89.2878,34.8442,Benton,MS,Mississippi
1405,-89.9017,33.5019,Carroll,MS,Mississippi
1406,-76.12006,35.94899,Tyrrell,NC,North Carolina
1407,-95.05179998,34.8482,Le Flore,OK,Oklahoma
1408,-80.4917,33.825,Sumter,SC,South Carolina
1409,-80.09721999,34.34778,Darlington,SC,South Carolina
1410,-81.04056,35.28901,Gaston,NC,North Carolina
1411,-79.0717,35.965,Orange,NC,North Carolina
1412,-100.3181,43.95750001,Lyman,SD,South Dakota
1413,-155.4166667,63.08333333,Yukon-Koyukuk,AK,Alaska
1414,-77.6,34.4667,Pender,NC,North Carolina
1415,-81.5319,30.6719,Nassau,FL,Florida
1416,-94.09834,32.98861,Cass,TX,Texas
1417,-83.7461,37.9492,Menifee,KY,Kentucky
1418,-81.78,28.44,Lake,FL,Florida
1419,-93.84944973,46.23058309,Crow Wing,MN,Minnesota
1420,-80.66,28.16,Brevard,FL,Florida
1421,-98.080756,27.754613,Jim Wells,TX,Texas
1422,-145.5134,64.04558,Southeast Fairbanks,AK,Alaska
1423,-81.93486107,31.70853691,Wayne,GA,Georgia
1424,-95.80585664,48.29371602,Marshall,MN,Minnesota
1425,-95.8550572,30.8066137,Grimes,TX,Texas
1426,-93.07790998,34.68269998,Garland,AR,Arkansas
1427,-105.0307426,38.46278253,Fremont,CO,Colorado
1428,-95.176166,30.769624,San Jacinto,TX,Texas
1429,-88.728,30.693819,Jackson,MS,Mississippi
1430,-81.975,34.0514,Greenwood,SC,South Carolina
1431,-98.336048,32.524816,Palo Pinto,TX,Texas
1432,-94.0386,33.3678,Miller,AR,Arkansas
1433,-93.24119,35.1389,Yell,AR,Arkansas
1434,-95.7932008,30.5604007,Montgomery,TX,Texas
1435,-75.34695,41.09861,Monroe,PA,Pennsylvania
1436,-93.89549,33.41725,Miller,AR,Arkansas
1437,-94.1182987,33.3962055,Bowie,TX,Texas
1438,-98.63362,34.08317,Wichita,TX,Texas
1439,-89.23361,31.901902,Jasper,MS,Mississippi
1440,-84.12757415,31.87946972,Lee,GA,Georgia
1441,-89.7569,31.2286,Marion,MS,Mississippi
1442,-82.53832998,28.58806001,Hernando,FL,Florida
1443,-77.50367001,37.71933002,Hanover,VA,Virginia
1444,-89.885701,31.110527,Marion,MS,Mississippi
1445,-85.46583,30.91860999,Jackson,FL,Florida
1446,-80.55056001,27.90194002,Brevard,FL,Florida
1447,-83.60408593,32.00271015,Wilcox,GA,Georgia
1448,-90.0331,32.0819,Rankin,MS,Mississippi
1449,-81.16858384,32.10588821,Chatham,GA,Georgia
1450,-89.5139,31.5633,Covington,MS,Mississippi
1451,-89.3567,31.3989,Forrest,MS,Mississippi
1452,-88.6289,32.9711,Noxubee,MS,Mississippi
1453,-94.24750001,32.92221998,Cass,TX,Texas
1454,-88.753591,34.969429,Alcorn,MS,Mississippi
1455,-83.94363318,34.42814261,Hall,GA,Georgia
1456,-109.1118,39.048,Grand,UT,Utah
1457,-84.7267,36.4133,Fentress,TN,Tennessee
1458,-99.168086,32.1964062,Callahan,TX,Texas
1459,-82.0403,33.9936,Greenwood,SC,South Carolina
1460,-95.36874998,32.30207998,Smith,TX,Texas
1461,-92.224,34.48883002,Grant,AR,Arkansas
1462,-82.30334,27.66528,Hillsborough,FL,Florida
1463,-92.56792533,32.57050357,Lincoln,LA,Louisiana
1464,-95.25328285,32.33541276,Smith,TX,Texas
1465,-83.5708,32.2528,Pulaski,GA,Georgia
1466,-79.20781,34.69984,Robeson,NC,North Carolina
1467,-92.46850001,34.23065998,Grant,AR,Arkansas
1468,-95.22694,32.48138998,Smith,TX,Texas
1469,-86.12238,33.45031,Talladega,AL,Alabama
1470,-84.49363845,32.22333382,Marion,GA,Georgia
1471,-85.10833,36.47333,Pickett,TN,Tennessee
1472,-96.318254,32.781288,Kaufman,TX,Texas
1473,-88.4444,30.8089,George,MS,Mississippi
1474,-83.7147,37.4883,Owsley,KY,Kentucky
1475,-81.1522,33.5575,Orangeburg,SC,South Carolina
1476,-92.55219,37.72361,Laclede,MO,Missouri
1477,-84.57060391,31.94740027,Webster,GA,Georgia
1478,-81.11360997,29.22,Volusia,FL,Florida
1479,-81.40965398,37.33490318,McDowell,WV,West Virginia
1480,-82.28135003,38.13748561,Wayne,WV,West Virginia
1481,-120.781667,35.520556,San Luis Obispo,CA,California
1482,-97.2645598,31.5732366,McLennan,TX,Texas
1483,-80.96798,33.67237,Calhoun,SC,South Carolina
1484,-82.25,26.95,Charlotte,FL,Florida
1485,-82.41452125,33.42952373,McDuffie,GA,Georgia
1486,-80.69199999,32.56112,Beaufort,SC,South Carolina
1487,-115.916264,43.881764,Boise,ID,Idaho
1488,-90.7719,31.3581,Franklin,MS,Mississippi
1489,-121.1522222,40.81861111,Lassen,CA,California
1490,-85.4381,33.7928,Cleburne,AL,Alabama
1491,-86.9775,33.6625,Jefferson,AL,Alabama
1492,-88.353619,45.236253,Oconto,WI,Wisconsin
1493,-71.82161667,43.00735,Hillsborough,NH,New Hampshire
1494,-93.72242147,45.70925218,Mille Lacs,MN,Minnesota
1495,-80.9528,33.6069,Orangeburg,SC,South Carolina
1496,-93.25227,31.25607,Vernon,LA,Louisiana
1497,-73.68198567,42.7118962,Rensselaer,NY,New York
1498,-87.4033,35.9667,Hickman,TN,Tennessee
1499,-95.46694002,32.32721999,Henderson,TX,Texas
1500,-77.26,37.825,King William,VA,Virginia
1501,-89.4569,32.642806,Leake,MS,Mississippi
1502,-92.34843,34.20894,Grant,AR,Arkansas
1503,-104.3358,30.08360998,Presidio,TX,Texas
1504,-80.87442,33.63507,Calhoun,SC,South Carolina
1505,-89.8542,31.8508,Simpson,MS,Mississippi
1506,-86.8983,31.6481,Butler,AL,Alabama
1507,-85.43676,33.86541,Cleburne,AL,Alabama
1508,-120.237197,38.459344,Calaveras,CA,California
1509,-80.34732997,33.80147,Sumter,SC,South Carolina
1510,-79.825,37.22,Franklin,VA,Virginia
1511,-84.53844035,32.1865482,Marion,GA,Georgia
1512,-75.68555,41.16889,Luzerne,PA,Pennsylvania
1513,-88.5278,31.0033,Greene,MS,Mississippi
1514,-83.28788001,37.76892002,Morgan,KY,Kentucky
1515,-95.21618,32.52612,Smith,TX,Texas
1516,-79.41401,34.92914,Scotland,NC,North Carolina
1517,-83.2225,38.34,Carter,KY,Kentucky
1518,-85.64205,33.97723,Cherokee,AL,Alabama
1519,-83.2928,37.3478,Perry,KY,Kentucky
1520,-88.735,36.2817,Weakley,TN,Tennessee
1521,-74.21,39.98722,Ocean,NJ,New Jersey
1522,-86.82,30.75,Santa Rosa,FL,Florida
1523,-80.7167,35.0667,Union,NC,North Carolina
1524,-98.16209008,28.47056527,Live Oak,TX,Texas
1525,-84.0964,32.2872,Macon,GA,Georgia
1526,-92.80927106,37.37421612,Webster,MO,Missouri
1527,-79.50449,34.97054,Scotland,NC,North Carolina
1528,-117.040513,33.520865,Riverside,CA,California
1529,-95.96042001,32.04374999,Henderson,TX,Texas
1530,-113.2844444,47.51944444,Powell,MT,Montana
1531,-92.9203,36.0275,Searcy,AR,Arkansas
1532,-94.01860998,31.36472001,Sabine,TX,Texas
1533,-82.95953894,31.33962206,Atkinson,GA,Georgia
1534,-86.7658,30.7639,Okaloosa,FL,Florida
1535,-78.796,42.1031,Cattaraugus,NY,New York
1536,-97.45827055,27.79245104,Nueces,TX,Texas
1537,-93.6740533,46.95627849,Aitkin,MN,Minnesota
1538,-78.86611111,37.15333333,Campbell,VA,Virginia
1539,-82.8333,35.1667,Transylvania,NC,North Carolina
1540,-90.0511,34.4569,Panola,MS,Mississippi
1541,-80.7228,32.5583,Beaufort,SC,South Carolina
1542,-83.15992934,31.24781382,Berrien,GA,Georgia
1543,-76.73145,38.59964,Prince George's,MD,Maryland
1544,-98.702267,33.429267,Archer,TX,Texas
1545,-92.375,32.374311,Ouachita,LA,Louisiana
1546,-108.2030556,35.06916667,Cibola,NM,New Mexico
1547,-74.5355,39.5092,Atlantic,NJ,New Jersey
1548,-95.98489572,32.68118958,Van Zandt,TX,Texas
1549,-88.818442,31.626234,Wayne,MS,Mississippi
1550,-81.71916337,38.18275731,Boone,WV,West Virginia
1551,-93.04538002,35.92395999,Newton,AR,Arkansas
1552,-104.4392,36.98111,Colfax,NM,New Mexico
1553,-81.59487296,37.61124834,Wyoming,WV,West Virginia
1554,-73.98018178,41.21335966,Rockland,NY,New York
1555,-78.94201001,35.22817002,Harnett,NC,North Carolina
1556,-90.7361,35.0083,St. Francis,AR,Arkansas
1557,-88.472939,31.856996,Wayne,MS,Mississippi
1558,-84.1678,37.5742,Madison,KY,Kentucky
1559,-90.089758,33.059629,Holmes,MS,Mississippi
1560,-88.8783,33.2072,Winston,MS,Mississippi
1561,-80.13,26.99,Martin,FL,Florida
1562,-85.3304867,33.93586441,Polk,GA,Georgia
1563,-94.99104392,32.3002675,Smith,TX,Texas
1564,-88.975,32.0544,Jasper,MS,Mississippi
1565,-96.32707,31.86788,Freestone,TX,Texas
1566,-94.05283002,34.05283002,Howard,AR,Arkansas
1567,-87.5031,34.7489,Colbert,AL,Alabama
1568,-89.0767,31.6261,Jones,MS,Mississippi
1569,-93.25905,32.18531,Red River,LA,Louisiana
1570,-81.2383,35.6283,Catawba,NC,North Carolina
1571,-99.86261,44.80588,Sully,SD,South Dakota
1572,-96.20924,30.81972,Brazos,TX,Texas
1573,-87.6575,33.5436,Tuscaloosa,AL,Alabama
1574,-81.1408,27.9894,Osceola,FL,Florida
1575,-120.8819444,38.14111111,Calaveras,CA,California
1576,-93.94435667,46.44812104,Crow Wing,MN,Minnesota
1577,-94.54791002,32.81458001,Marion,TX,Texas
1578,-88.9969,30.8536,Stone,MS,Mississippi
1579,-82.01417,27.08472002,DeSoto,FL,Florida
1580,-85.4472,32.825,Chambers,AL,Alabama
1581,-81.20610999,34.76832998,Chester,SC,South Carolina
1582,-89.885832,33.718651,Grenada,MS,Mississippi
1583,-93.8422,31.9689,De Soto,LA,Louisiana
1584,-84.69812304,34.11775949,Bartow,GA,Georgia
1585,-116.0188,44.82744999,Valley,ID,Idaho
1586,-80.24582998,26.56389,Palm Beach,FL,Florida
1587,-88.5267,35.53,Henderson,TN,Tennessee
1588,-82.9909997,31.13414814,Lanier,GA,Georgia
1589,-88.507376,30.566026,Jackson,MS,Mississippi
1590,-88.5533,35.0733,McNairy,TN,Tennessee
1591,-95.23944001,30.40611001,San Jacinto,TX,Texas
1592,-88.21935,31.5014,Washington,AL,Alabama
1593,-79.1717,35.2217,Moore,NC,North Carolina
1594,-85.8339,33.2439,Clay,AL,Alabama
1595,-94.3233,36.1869,Washington,AR,Arkansas
1596,-82.5675,30.12806,Columbia,FL,Florida
1597,-85.0317,35.44,Rhea,TN,Tennessee
1598,-92.11841333,31.77236582,LaSalle,LA,Louisiana
1599,-93.9573281,45.73735392,Benton,MN,Minnesota
1600,-87.6572,33.6164,Fayette,AL,Alabama
1601,-88.0483,31.1658,Washington,AL,Alabama
1602,-94.90135773,46.81401702,Hubbard,MN,Minnesota
1603,-87.3467,35.2717,Lawrence,TN,Tennessee
1604,-94.33778,35.21954999,Sebastian,AR,Arkansas
1605,-79.06305556,37.15611111,Campbell,VA,Virginia
1606,-89.075,30.55833333,Harrison,MS,Mississippi
1607,-89.101208,30.817543,Stone,MS,Mississippi
1608,-98.54569,28.943304,Atascosa,TX,Texas
1609,-87.1694,33.2256,Tuscaloosa,AL,Alabama
1610,-78,35.2667,Wayne,NC,North Carolina
1611,-78.71666998,33.86666002,Horry,SC,South Carolina
1612,-79.47447,34.93205,Scotland,NC,North Carolina
1613,-115.0125,47.03916667,Mineral,MT,Montana
1614,-94.43488833,36.97477658,Newton,MO,Missouri
1615,-81.37024549,32.18859132,Effingham,GA,Georgia
1616,-79.0917,35.2883,Harnett,NC,North Carolina
1617,-76.54426999,40.84604,Northumberland,PA,Pennsylvania
1618,-108.57394,36.7365,San Juan,NM,New Mexico
1619,-84.0744,34.4811,Lumpkin,GA,Georgia
1620,-77.26178929,42.9929111,Ontario,NY,New York
1621,-76.7833,37.35,James City,VA,Virginia
1622,-81.4,35.8,Caldwell,NC,North Carolina
1623,-93.97946526,30.86899086,Jasper,TX,Texas
1624,-92.29486,34.15005,Grant,AR,Arkansas
1625,-102.712727,34.235293,Bailey,TX,Texas
1626,-83.07085,37.71004,Magoffin,KY,Kentucky
1627,-121.6638889,36.84611111,Monterey,CA,California
1628,-120.6138889,35.71,San Luis Obispo,CA,California
1629,-81.88,27.33,DeSoto,FL,Florida
1630,-97.510657,33.050436,Wise,TX,Texas
1631,-83.9142,32.3042,Macon,GA,Georgia
1632,-83.4272408,31.11070461,Cook,GA,Georgia
1633,-73.5677,44.2752,Essex,NY,New York
1634,-112.1316667,35.13,Coconino,AZ,Arizona
1635,-78.0317,35.3083,Wayne,NC,North Carolina
1636,-116.14462,43.71068,Boise,ID,Idaho
1637,-98.820155,30.472238,Gillespie,TX,Texas
1638,-88.87,32.3394,Lauderdale,MS,Mississippi
1639,-98.11985662,32.84057821,Palo Pinto,TX,Texas
1640,-87.524612,37.388241,Hopkins,KY,Kentucky
1641,-80.9833,33.8167,Calhoun,SC,South Carolina
1642,-92.15565999,34.46994997,Jefferson,AR,Arkansas
1643,-86.82,30.75,Santa Rosa,FL,Florida
1644,-93.96361715,46.78697821,Crow Wing,MN,Minnesota
1645,-88.48167002,35.65,Henderson,TN,Tennessee
1646,-85.46916667,33.78444444,Cleburne,AL,Alabama
1647,-88.3781,34.8153,Alcorn,MS,Mississippi
1648,-83.85361111,35.08666667,Clay,NC,North Carolina
1649,-79.505,36.4583,Caswell,NC,North Carolina
1650,-81.63333,33.81667,Aiken,SC,South Carolina
1651,-97.1500074,32.1595947,Hill,TX,Texas
1652,-85.46806,30.87361,Jackson,FL,Florida
1653,-78.8417,37.4683,Appomattox,VA,Virginia
1654,-79.68839444,37.25455556,Bedford,VA,Virginia
1655,-91.62039999,35.72392998,Independence,AR,Arkansas
1656,-80.43,26.83,Palm Beach,FL,Florida
1657,-85.2661,32.1847,Russell,AL,Alabama
1658,-91.91058,33.71705001,Drew,AR,Arkansas
1659,-81.58,26.57695,Lee,FL,Florida
1660,-88.2847,30.4797,Mobile,AL,Alabama
1661,-80.90222002,33.56278,Orangeburg,SC,South Carolina
1662,-81.46999998,33.45000002,Aiken,SC,South Carolina
1663,-94.6732339,46.78028715,Cass,MN,Minnesota
1664,-94.91639001,32.45888998,Gregg,TX,Texas
1665,-92.09977,31.60274,LaSalle,LA,Louisiana
1666,-120.521,45.8886,Klickitat,WA,Washington
1667,-82.59,28.35,Pasco,FL,Florida
1668,-82.16749998,29.52333,Alachua,FL,Florida
1669,-90.935582,39.828327,Adams,IL,Illinois
1670,-89.5878,33.5275,Montgomery,MS,Mississippi
1671,-94.31861001,33.09805997,Cass,TX,Texas
1672,-82.35312083,31.57569271,Bacon,GA,Georgia
1673,-97.06905999,32.34204999,Ellis,TX,Texas
1674,-82.6,35.8333,Madison,NC,North Carolina
1675,-104.8775,43.223611,Niobrara,WY,Wyoming
1676,-100.883203,34.401032,Hall,TX,Texas
1677,-93.2816149,47.31692262,Itasca,MN,Minnesota
1678,-82.6,35.9,Madison,NC,North Carolina
1679,-89.327333,30.974333,Forrest,MS,Mississippi
1680,-97.22181999,31.47565001,McLennan,TX,Texas
1681,-95.96861,32.04388998,Henderson,TX,Texas
1682,-87.9672,31.1242,Mobile,AL,Alabama
1683,-99.20174,32.60571,Shackelford,TX,Texas
1684,-101.8519137,46.34400971,Grant,ND,North Dakota
1685,-78.9,33.85,Horry,SC,South Carolina
1686,-95.9402472,30.7633149,Grimes,TX,Texas
1687,-115.9164,40.6831,Elko,NV,Nevada
1688,-82.63296,35.32391,Henderson,NC,North Carolina
1689,-76.34167,39.91945,Lancaster,PA,Pennsylvania
1690,-90.15595,33.160852,Holmes,MS,Mississippi
1691,-73.2977,40.7508,Suffolk,NY,New York
1692,-94.1784954,32.8510175,Marion,TX,Texas
1693,-82.34638999,29.84388999,Alachua,FL,Florida
1694,-114.11,46.7171,Missoula,MT,Montana
1695,-114.3892,38.4016,Lincoln,NV,Nevada
1696,-117.4937,47.67002,Spokane,WA,Washington
1697,-78.0183,34.0917,Brunswick,NC,North Carolina
1698,-115.2077778,44.19833333,Boise,ID,Idaho
1699,-88.608497,32.763267,Kemper,MS,Mississippi
1700,-81.94632002,33.54113997,Aiken,SC,South Carolina
1701,-95.15417,30.97719001,Trinity,TX,Texas
1702,-80.15000001,34.68333,Chesterfield,SC,South Carolina
1703,-83.41370016,31.10730363,Cook,GA,Georgia
1704,-99.986,44.51296,Hughes,SD,South Dakota
1705,-101.6089,35.63531,Hutchinson,TX,Texas
1706,-90.609747,31.622757,Lincoln,MS,Mississippi
1707,-96.232012,32.6351129,Kaufman,TX,Texas
1708,-98.91561443,33.01535399,Young,TX,Texas
1709,-94.43541998,33.41457998,Bowie,TX,Texas
1710,-92.39,31.7606,Grant,LA,Louisiana
1711,-87.37,39.2,Sullivan,IN,Indiana
1712,-89.78555,33.723053,Grenada,MS,Mississippi
1713,-95.76455997,30.26864002,Montgomery,TX,Texas
1714,-81.3689,29.9061,St. Johns,FL,Florida
1715,-81.0906,28.7511,Seminole,FL,Florida
1716,-92.2556,34.3025,Grant,AR,Arkansas
1717,-96.65714525,32.36627762,Ellis,TX,Texas
1718,-81.92805,28.66333,Lake,FL,Florida
1719,-98.01442672,32.7242737,Parker,TX,Texas
1720,-83.6447,37.5461,Lee,KY,Kentucky
1721,-97.59986,30.93028,Bell,TX,Texas
1722,-81.57833001,33.81416999,Aiken,SC,South Carolina
1723,-98.00901,29.53118,Guadalupe,TX,Texas
1724,-87.5725,33.7314,Fayette,AL,Alabama
1725,-74.95,39.51667,Atlantic,NJ,New Jersey
1726,-81.55578935,37.31256552,McDowell,WV,West Virginia
1727,-151.8804,65.6112,Yukon-Koyukuk,AK,Alaska
1728,-82.46503531,37.95200157,Wayne,WV,West Virginia
1729,-81.13282,32.62149,Jasper,SC,South Carolina
1730,-97.14307932,30.91330003,Milam,TX,Texas
1731,-78.3167,34.4,Bladen,NC,North Carolina
1732,-87.16014999,37.03515001,Todd,KY,Kentucky
1733,-84.97694,30.63361,Jackson,FL,Florida
1734,-87.06633,33.72225,Walker,AL,Alabama
1735,-100.1198,45.6141,Campbell,SD,South Dakota
1736,-82.30166667,30.54333333,Baker,FL,Florida
1737,-97.91739001,33.10821997,Wise,TX,Texas
1738,-79.56167,37.18667,Bedford,VA,Virginia
1739,-89.3725,32.8883,Leake,MS,Mississippi
1740,-82.085585,39.761099,Perry,OH,Ohio
1741,-87.1703,33.6358,Walker,AL,Alabama
1742,-80.90025412,39.25567971,Doddridge,WV,West Virginia
1743,-120.621016,35.317078,San Luis Obispo,CA,California
1744,-88.4986,30.5678,Jackson,MS,Mississippi
1745,-93.3231,34.3142,Hot Spring,AR,Arkansas
1746,-90.683403,31.245179,Amite,MS,Mississippi
1747,-117.281571,33.824534,Riverside,CA,California
1748,-84.52844612,31.03320978,Decatur,GA,Georgia
1749,-78.2,34.2833,Brunswick,NC,North Carolina
1750,-84.99551816,32.51233339,Muscogee,GA,Georgia
1751,-151.1356,63.4162,Denali,AK,Alaska
1752,-100.6436355,46.66639088,Morton,ND,North Dakota
1753,-85.28,30.31,Calhoun,FL,Florida
1754,-79.4167,34.6333,Robeson,NC,North Carolina
1755,-79,35.3,Harnett,NC,North Carolina
1756,-96.26225,32.685982,Kaufman,TX,Texas
1757,-81.97083206,31.59811462,Wayne,GA,Georgia
1758,-94.127855,33.154367,Cass,TX,Texas
1759,-81.87833,28.45695,Lake,FL,Florida
1760,-98.57449998,44.66789998,Spink,SD,South Dakota
1761,-82.2775,28.8656,Citrus,FL,Florida
1762,-87.4717,35.2967,Lawrence,TN,Tennessee
1763,-95.38333001,32.53332999,Smith,TX,Texas
1764,-89.5472,32.7733,Leake,MS,Mississippi
1765,-83.59377598,32.34042137,Houston,GA,Georgia
1766,-89.3356695,44.1616683,Waushara,WI,Wisconsin
1767,-74.33617,42.321299,Greene,NY,New York
1768,-95.38014733,33.56940789,Lamar,TX,Texas
1769,-83.4667,36.5867,Claiborne,TN,Tennessee
1770,-93.71784,32.66389,Bossier,LA,Louisiana
1771,-92.829712,42.565049,Butler,IA,Iowa
1772,-98.78811,29.5299,Bexar,TX,Texas
1773,-95.08116999,31.98016999,Cherokee,TX,Texas
1774,-82.81495237,33.80485734,Wilkes,GA,Georgia
1775,-88.655,36.1633,Weakley,TN,Tennessee
1776,-85.44027933,34.496381,Chattooga,GA,Georgia
1777,-85.84367,33.05314,Tallapoosa,AL,Alabama
1778,-92.34808,31.64168,LaSalle,LA,Louisiana
1779,-92.48815,33.37758,Calhoun,AR,Arkansas
1780,-101.9694,44.46669999,Haakon,SD,South Dakota
1781,-81.41023819,37.78084084,Raleigh,WV,West Virginia
1782,-78.505,40.72,Cambria,PA,Pennsylvania
1783,-95.29375,32.39791,Smith,TX,Texas
1784,-89.770959,32.673933,Madison,MS,Mississippi
1785,-78.96833,36.98555,Halifax,VA,Virginia
1786,-81.57499999,33.64055998,Aiken,SC,South Carolina
1787,-88.8086,32.0347,Clarke,MS,Mississippi
1788,-94.95232303,47.03807655,Hubbard,MN,Minnesota
1789,-77.35703,34.78878,Onslow,NC,North Carolina
1790,-74.96249,39.73333,Camden,NJ,New Jersey
1791,-81.79,26.72,Lee,FL,Florida
1792,-99.78022932,29.25572419,Uvalde,TX,Texas
1793,-95.44527002,30.57138998,Walker,TX,Texas
1794,-123.9269444,41.85111111,Del Norte,CA,California
1795,-88.8789,36.9336,Carlisle,KY,Kentucky
1796,-74.8583,40.7106,Hunterdon,NJ,New Jersey
1797,-82.7,29.53,Levy,FL,Florida
1798,-92.1475,32.5689,Ouachita,LA,Louisiana
1799,-79.27983,34.56429,Robeson,NC,North Carolina
1800,-81.55417,29.34555998,Volusia,FL,Florida
1801,-101.37808,30.8786,Crockett,TX,Texas
1802,-71.250924,42.9672078,Rockingham,NH,New Hampshire
1803,-80.50416998,25.61749998,Miami-Dade,FL,Florida
1804,-92.98524344,32.54902926,Bienville,LA,Louisiana
1805,-88.8269,30.6458,Jackson,MS,Mississippi
1806,-83.12971998,30.32360999,Suwannee,FL,Florida
1807,-80.04609,34.14727,Darlington,SC,South Carolina
1808,-80.65,27.96,Brevard,FL,Florida
1809,-92.45901,34.24278,Grant,AR,Arkansas
1810,-100.469083,31.52713483,Tom Green,TX,Texas
1811,-93.8803,34.4658,Montgomery,AR,Arkansas
1812,-87.04859,33.45862,Jefferson,AL,Alabama
1813,-120.825,37.95194444,Stanislaus,CA,California
1814,-94.84486762,47.56788148,Beltrami,MN,Minnesota
1815,-89.333705,32.068818,Smith,MS,Mississippi
1816,-83.94784,35.57387,Blount,TN,Tennessee
1817,-76.44383,34.90467,Carteret,NC,North Carolina
1818,-95.14792,32.28125,Smith,TX,Texas
1819,-73.37238827,40.67954661,Suffolk,NY,New York
1820,-98.790123,30.4308,Gillespie,TX,Texas
1821,-85.60166,30.26417,Bay,FL,Florida
1822,-81.4,35.6667,Catawba,NC,North Carolina
1823,-83.7928,36.9728,Knox,KY,Kentucky
1824,-78.7583,34.555,Bladen,NC,North Carolina
1825,-75.777697,43.234553,Oneida,NY,New York
1826,-83.3475,37.4414,Breathitt,KY,Kentucky
1827,-92.79672,30.97832,Rapides,LA,Louisiana
1828,-81.46389792,31.83931957,Liberty,GA,Georgia
1829,-86.285,33.2039,Talladega,AL,Alabama
1830,-80.36583,26.75111,Palm Beach,FL,Florida
1831,-83.5686,37.2381,Clay,KY,Kentucky
1832,-95.34375001,32.47292,Smith,TX,Texas
1833,-81.4275,28.8358,Lake,FL,Florida
1834,-83.39967,35.85133,Sevier,TN,Tennessee
1835,-87.92332998,35.54332998,Perry,TN,Tennessee
1836,-83.7772,36.8086,Knox,KY,Kentucky
1837,-84.0328,34.6356,Lumpkin,GA,Georgia
1838,-102.7416,45.16190002,Perkins,SD,South Dakota
1839,-96.33248,32.9751204,Rockwall,TX,Texas
1840,-75.5911,42.400202,Chenango,NY,New York
1841,-97.232634,32.024347,Hill,TX,Texas
1842,-80.86249998,27.69861002,Indian River,FL,Florida
1843,-83.36973049,33.87484786,Oconee,GA,Georgia
1844,-93.41931,33.19619,Columbia,AR,Arkansas
1845,-85.4572,33.6911,Cleburne,AL,Alabama
1846,-81.50945,29.965,St. Johns,FL,Florida
1847,-94.09375,32.86041997,Marion,TX,Texas
1848,-89.3603,33.4992,Webster,MS,Mississippi
1849,-75.08334,39.59167,Gloucester,NJ,New Jersey
1850,-95.05625,32.44792,Smith,TX,Texas
1851,-82.81639999,38.42578001,Greenup,KY,Kentucky
1852,-79.1017,35.2417,Harnett,NC,North Carolina
1853,-82.94860999,29.94499998,Lafayette,FL,Florida
1854,-92.67878,33.10467,Union,AR,Arkansas
1855,-81.47638997,30.30110999,Duval,FL,Florida
1856,-95.15528699,46.91142453,Hubbard,MN,Minnesota
